"ID_Focal_Class","Cyclomatic_Complexity_Focal_Class","Lines_Of_Code_Focal_Class","Generator(LLM/EVOSUITE)","Prompt_Technique","Branch_Coverage","Line_Coverage","Method_Coverage","Compilation","Mutation_Coverage","Post_Repair_Mutation_Coverage","Mutation_Applied","NumberOfMethods","Assertion Roulette","Conditional Test Logic","Constructor Initialization","Default Test","EmptyTest","Exception Catching Throwing","General Fixture","Mystery Guest","Print Statement","Redundant Assertion","Sensitive Equality","Verbose Test","Sleepy Test","Eager Test","Lazy Test","Duplicate Assert","Unknown Test","IgnoredTest","Resource Optimism","Magic Number Test","Dependent Test","Chance","Total_Prompt_Tokens","Total_Completion_Tokens","Iterations_to_Pass","High_Signal","Signal_Reason","Sample_Key","Worker"
"42949039_StorageFileDaoHelper::getStorageFileEntity","12","30","human","-","25.0","26.67","50.0","1","28.57","28.57","exception:getStorageFileEntity:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","3","0","0","0","0","0","0","0","0","9","3","0","0","0","9","0","-","-","0","0","0","0","-","-","42949039_438","w50r17a"
"42949039_StorageFileDaoHelper::getStorageFileEntity","12","30","human","-","18.75","23.33","50.0","1","14.29","14.29","exception:getStorageFileEntity:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","3","0","0","0","0","0","0","0","0","9","3","0","0","0","9","0","-","-","0","0","0","0","-","-","42949039_439","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","35.71","27.27","25.0","1","50.0","50","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_44","w50r17a"
"42949039_StorageHelper::getStorageAttributeValueByName","30","77","human","-","26.67","14.29","20.0","1","33.33","33.33","exception:getStorageAttributeValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_440","w50r17a"
"42949039_StorageHelper::getStorageAttributeValueByName","30","77","human","-","43.33","22.08","26.67","1","50.0","50","exception:getStorageAttributeValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_441","w50r17a"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","26.67","23.38","26.67","1","60.0","60","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_442","w50r17a"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","26.67","23.38","26.67","1","60.0","60","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_443","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","35.71","23.64","25.0","1","37.5","37.5","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_45","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","35.71","25.45","25.0","1","25.0","25","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_46","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","35.71","25.45","25.0","1","25.0","25","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_47","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","28.57","25.45","31.25","1","62.5","62.5","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_48","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","28.57","23.64","25.0","1","62.5","62.5","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_49","w50r17a"
"42949039_SwaggerGenMojo::execute","19","66","human","-","30.77","63.64","83.33","1","57.14","57.14","logical:execute:!->","0","0","0","0","7","0","7","0","0","0","0","0","0","7","0","0","0","7","7","0","-","-","0","0","0","0","-","-","42949039_5","w50r17a"
"42949039_ConfigurationHelper::getProperty","23","55","human","-","28.57","25.45","31.25","1","75.0","75.0","exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_50","w50r17a"
"42949039_ConfigurationHelper::getBigDecimalRequiredProperty","23","55","human","-","35.71","38.18","37.5","1","33.33","33.33","exception:getBigDecimalRequiredProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","13","0","0","0","0","1","0","0","1","24","4","0","0","0","25","0","-","-","0","0","0","0","-","-","42949039_51","w50r17a"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","23.38","26.67","1","60.0","60","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_444","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_445","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","20.0","18.18","26.67","1","0.0","0.0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_446","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","26.67","22.08","26.67","1","40.0","40","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_447","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40","logical:getStorageAttributeIntegerValueByName:!->","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_448","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","13.33","15.58","26.67","1","40.0","40.0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_449","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","10.0","10.39","26.67","1","0.0","0.0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_450","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","13.33","15.58","26.67","1","40.0","40.0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_451","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","20.0","18.18","26.67","1","0.0","0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_452","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","20.78","26.67","1","40.0","40","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_453","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","20.78","26.67","1","40.0","40","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_454","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","16.67","20.78","33.33","1","80.0","80","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_455","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","16.67","20.78","33.33","1","60.0","60","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_456","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","26.67","27.27","33.33","1","100.0","100","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_457","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","26.67","27.27","33.33","1","100.0","100","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_458","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_459","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_460","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_461","w50r17b"
"42949039_StorageHelper::getStorageAttributeIntegerValueByName","30","77","human","-","23.33","22.08","26.67","1","40.0","40.0","exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")","1","0","0","0","12","0","0","0","0","0","0","0","2","34","0","0","0","0","23","0","-","-","0","0","0","0","-","-","42949039_462","w50r17b"
"42949039_SecurityFunctionDaoHelper::getSecurityFunctionEntity","3","5","human","-","50.0","80.0","100.0","1","100.0","100","exception:getSecurityFunctionEntity:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","2","0","-","-","0","0","0","0","-","-","42949039_463","w50r17b"
"42949039_SecurityFunctionDaoHelper::getSecurityFunctionEntity","3","5","human","-","50.0","80.0","100.0","1","50.0","50","exception:getSecurityFunctionEntity:AssertionError(""AGONE_MUTATION_TRIGGER"")","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","2","0","-","-","0","0","0","0","-","-","42949039_464","w50r17b"
"42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition","14","53","human","-","50.0","84.91","100.0","1","33.33","33.33","logical:retryStoragePolicyTransition:||->&&","2","0","0","0","11","0","0","0","0","0","0","0","2","38","2","6","0","0","17","0","-","-","0","0","0","0","-","-","42949039_472","w50r17b"
"42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition","14","53","human","-","0.0","13.21","66.67","1","0.0","0.0","exception:retryStoragePolicyTransition:AssertionError(""AGONE_MUTATION_TRIGGER"")","2","0","0","0","11","0","0","0","0","0","0","0","2","38","2","6","0","0","17","0","-","-","0","0","0","0","-","-","42949039_473","w50r17b"
"42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition","14","53","human","-","0.0","15.09","66.67","1","0.0","0.0","exception:retryStoragePolicyTransition:AssertionError(""AGONE_MUTATION_TRIGGER"")","2","0","0","0","11","0","0","0","0","0","0","0","2","38","2","6","0","0","17","0","-","-","0","0","0","0","-","-","42949039_474","w50r17b"
"42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition","14","53","human","-","50.0","84.91","100.0","1","33.33","33.33","logical:retryStoragePolicyTransition:||->&&","2","0","0","0","11","0","0","0","0","0","0","0","2","38","2","6","0","0","17","0","-","-","0","0","0","0","-","-","42949039_475","w50r17b"
