ID_Focal_Class,Cyclomatic_Complexity_Focal_Class,Lines_Of_Code_Focal_Class,Generator(LLM/EVOSUITE),Prompt_Technique,Branch_Coverage,Line_Coverage,Method_Coverage,Compilation,Mutation_Coverage,Post_Repair_Mutation_Coverage,Mutation_Applied,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,Chance,Total_Prompt_Tokens,Total_Completion_Tokens,Iterations_to_Pass,High_Signal,Signal_Reason,Sample_Key,Worker
42949039_StorageHelper::getStorageAttributeIntegerValueByName,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_443,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,31.25,23.21,25,1,37.5,37.5,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",0,0,0,0,13,0,0,0,0,1,0,0,1,24,4,0,0,0,25,0,-,-,0,0,0,0,0,no_context_safe_active_mutant,42949039_45,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,31.25,25,25,1,25,25,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",0,0,0,0,13,0,0,0,0,1,0,0,1,24,4,0,0,0,25,0,-,-,0,0,0,0,0,no_context_safe_active_mutant,42949039_46,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,31.25,25,25,1,25,25,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",0,0,0,0,13,0,0,0,0,1,0,0,1,24,4,0,0,0,25,0,-,-,0,0,0,0,0,no_context_safe_active_mutant,42949039_47,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,37.5,26.79,31.25,1,66.67,66.67,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",1,0,0,0,13,0,0,0,0,1,0,0,2,25,4,0,0,0,25,0,-,-,1,0,0,1,1,active_mutation,42949039_48,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,25,23.21,25,1,62.5,62.5,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",0,0,0,0,13,0,0,0,0,1,0,0,1,24,4,0,0,0,25,0,-,-,0,0,0,0,0,quiet_mutation_after_3_attempts,42949039_49,w50r17a
42949039_SwaggerGenMojo::execute,19,66,codex-cli,iterative-healing,34.62,66.67,83.33,1,42.86,42.86,logical:execute:!->,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,0,0,7,7,0,-,-,3,0,0,3,1,active_mutation,42949039_5,w50r17a
42949039_ConfigurationHelper::getProperty,24,56,codex-cli,iterative-healing,37.5,26.79,31.25,1,77.78,77.78,"exception:getProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",1,0,0,0,13,0,0,0,0,1,0,0,2,25,4,0,0,0,25,0,-,-,1,0,0,1,1,active_mutation,42949039_50,w50r17a
42949039_ConfigurationHelper::getBigDecimalRequiredProperty,24,56,codex-cli,iterative-healing,43.75,39.29,37.5,1,50,50,"exception:getBigDecimalRequiredProperty:AssertionError(""AGONE_MUTATION_TRIGGER"")",1,0,0,0,13,0,0,0,0,1,0,0,2,25,4,0,0,0,25,0,-,-,1,0,0,1,1,active_mutation,42949039_51,w50r17a
42949039_StorageHelper::getStorageAttributeIntegerValueByName,30,77,codex-cli,iterative-healing,23.33,22.08,26.67,1,40,40,logical:getStorageAttributeIntegerValueByName:!->,1,0,0,0,13,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_444,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,30,77,codex-cli,iterative-healing,20,19.48,26.67,1,40,40,logical:getStorageAttributeIntegerValueByName:!->,1,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_445,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,25,19.23,26.67,1,16.67,16.67,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_446,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,30,77,codex-cli,iterative-healing,23.33,19.48,26.67,1,40,40,logical:getStorageAttributeIntegerValueByName:!->,1,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_447,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,30,77,codex-cli,iterative-healing,20,19.48,26.67,1,40,40,logical:getStorageAttributeIntegerValueByName:!->,1,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_448,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,18.75,16.67,26.67,1,50,50,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_449,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,15.62,11.54,26.67,1,16.67,16.67,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_450,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,18.75,16.67,26.67,1,50,50,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_451,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,25,19.23,26.67,1,16.67,16.67,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_452,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,28.12,21.79,26.67,1,50,50,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_453,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,28.12,21.79,26.67,1,50,50,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_454,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,21.88,21.79,33.33,1,83.33,83.33,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_455,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,21.88,21.79,33.33,1,66.67,66.67,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_456,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,31.25,28.21,33.33,1,100,100,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_457,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_458,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_459,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_460,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_461,w50r17b
42949039_StorageHelper::getStorageAttributeIntegerValueByName,31,78,codex-cli,iterative-healing,25,23.08,33.33,1,50,50,"exception:getStorageAttributeIntegerValueByName:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,12,0,0,0,0,0,0,0,2,34,0,0,0,0,23,0,-,-,1,0,0,1,1,active_mutation,42949039_462,w50r17b
42949039_SecurityFunctionDaoHelper::getSecurityFunctionEntity,4,6,codex-cli,iterative-healing,75,83.33,100,1,100,100,"exception:getSecurityFunctionEntity:AssertionError(""AGONE_MUTATION_TRIGGER"")",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,-,-,1,0,0,1,1,active_mutation,42949039_463,w50r17b
42949039_SecurityFunctionDaoHelper::getSecurityFunctionEntity,-,-,codex-cli,iterative-healing,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,0,0,3,1,active_mutation,42949039_464,w50r17b
42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition,14,53,codex-cli,iterative-healing,18.75,30.19,66.67,1,13.33,13.33,logical:retryStoragePolicyTransition:||->&&,2,0,0,0,12,0,0,0,0,0,0,0,2,38,2,5,0,0,17,0,-,-,1,0,0,1,1,active_mutation,42949039_472,w50r17b
42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition,15,54,codex-cli,iterative-healing,11.11,14.81,66.67,1,6.25,6.25,"exception:retryStoragePolicyTransition:AssertionError(""AGONE_MUTATION_TRIGGER"")",3,0,0,0,11,0,0,0,0,0,0,0,2,38,2,6,0,0,17,0,-,-,1,0,0,1,1,active_mutation,42949039_473,w50r17b
42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition,15,54,codex-cli,iterative-healing,11.11,16.67,66.67,1,6.25,6.25,"exception:retryStoragePolicyTransition:AssertionError(""AGONE_MUTATION_TRIGGER"")",2,0,0,0,11,0,0,0,0,0,0,0,2,38,2,6,0,0,17,0,-,-,1,0,0,1,1,active_mutation,42949039_474,w50r17b
42949039_BusinessObjectDataRetryStoragePolicyTransitionHelper::retryStoragePolicyTransition,14,53,codex-cli,iterative-healing,18.75,30.19,66.67,1,13.33,13.33,logical:retryStoragePolicyTransition:||->&&,2,0,0,0,12,0,0,0,0,0,0,0,2,38,2,5,0,0,17,0,-,-,1,0,0,1,1,active_mutation,42949039_475,w50r17b
